fecha,NE_diario,NE_media_movil_30d,SO_diario,SO_media_movil_30d
2023-08-27,10.0,13.94,16.57,20.09
2023-08-28,11.8,13.5,19.48,19.55
2023-08-29,13.32,13.39,24.83,19.47
2023-08-30,16.55,13.35,18.45,19.42
2023-08-31,14.17,13.4,24.77,19.48
2023-09-01,15.89,13.37,27.05,19.33
2023-09-02,17.0,13.01,21.42,18.8
2023-09-03,16.3,12.94,23.23,18.86
2023-09-04,14.54,12.66,22.5,18.35
2023-09-05,15.54,12.16,21.3,17.72
2023-09-06,12.87,12.08,19.24,17.66
2023-09-07,9.24,12.02,12.96,17.58
2023-09-08,8.95,12.36,12.4,18.02
2023-09-09,11.45,12.43,15.74,18.38
2023-09-10,7.78,12.29,10.75,18.31
2023-09-11,9.35,12.18,12.48,18.21
2023-09-12,9.35,12.19,14.77,18.18
2023-09-13,10.71,12.2,16.06,18.22
2023-09-14,13.35,12.28,18.41,18.12
2023-09-15,16.05,12.2,20.23,18.08
2023-09-16,6.88,12.3,10.34,17.74
2023-09-17,7.61,12.05,15.61,17.16
2023-09-18,11.45,11.73,10.55,16.84
2023-09-19,10.41,11.46,14.54,16.33
2023-09-20,12.65,11.27,21.46,16.04
2023-09-21,9.65,10.99,15.55,15.86
2023-09-22,16.41,10.79,23.52,15.6
2023-09-23,14.87,10.83,26.54,15.51
2023-09-24,11.62,10.94,19.28,15.57
2023-09-25,9.58,11.18,16.13,15.73
2023-09-26,10.33,11.61,15.72,16.71
2023-09-27,12.22,11.74,20.76,17.51
2023-09-28,15.7,11.99,21.82,17.91
2023-09-29,14.18,12.04,17.37,18.28
2023-09-30,17.02,11.94,14.49,18.34
2023-10-01,8.55,11.9,9.72,18.23
2023-10-02,7.28,11.92,11.58,18.58
2023-10-03,8.1,12.29,8.14,18.58
2023-10-04,9.07,12.63,13.6,19.33
2023-10-05,7.0,13.21,16.06,20.45
2023-10-06,6.95,13.86,11.37,21.19
2023-10-07,10.27,14.78,10.27,21.92
2023-10-08,12.3,14.86,14.13,21.96
2023-10-09,18.63,15.05,20.66,22.0
2023-10-10,20.82,15.29,40.16,22.39
2023-10-11,13.33,15.61,36.35,22.9
2023-10-12,16.57,15.75,26.73,23.44
2023-10-13,12.35,15.77,27.42,23.34
2023-10-14,10.21,15.62,20.09,23.07
2023-10-15,14.91,15.53,16.79,23.05
2023-10-16,7.67,15.15,20.83,23.16
2023-10-17,18.5,15.16,15.62,23.45
2023-10-18,21.67,15.35,33.18,23.53
2023-10-19,27.79,15.78,47.99,24.23
2023-10-20,32.13,16.17,43.91,25.03
2023-10-21,37.42,16.85,37.46,25.98
2023-10-22,18.68,17.24,24.74,26.73
2023-10-23,20.64,17.44,27.69,27.49
2023-10-24,18.7,17.9,31.0,28.37
2023-10-25,19.22,18.04,31.27,29.48
2023-10-26,14.65,17.83,31.82,29.8
2023-10-27,12.79,17.58,17.87,29.38
2023-10-28,11.18,17.24,13.61,29.47
2023-10-29,11.59,17.07,16.96,29.54
2023-10-30,5.58,16.9,17.87,29.89
2023-10-31,8.92,16.63,18.37,30.79
2023-11-01,12.95,16.93,14.04,31.29
2023-11-02,20.87,17.23,28.91,32.6
2023-11-03,20.83,17.85,37.57,33.32
2023-11-04,27.35,17.95,44.83,33.09
2023-11-05,18.71,17.69,33.64,32.97
2023-11-06,16.17,17.23,33.03,32.54
2023-11-07,26.17,16.84,40.74,32.08
2023-11-08,22.75,16.47,53.85,31.65
2023-11-09,14.71,16.49,49.73,32.08
2023-11-10,5.82,16.49,23.82,32.86
2023-11-11,6.21,16.88,,32.98
2023-11-12,7.42,17.2,,33.75
2023-11-13,5.0,17.24,,34.0
2023-11-14,6.96,17.4,40.89,34.52
2023-11-15,16.5,17.75,34.55,36.08
2023-11-16,27.54,18.86,50.91,38.12
2023-11-17,40.12,19.48,52.44,39.87
2023-11-18,30.83,20.09,41.94,41.23
2023-11-19,24.5,20.5,40.62,41.69
2023-11-20,23.46,20.52,25.76,41.45
2023-11-21,7.2,21.04,12.48,42.35
2023-11-22,9.33,20.93,15.93,42.12
2023-11-23,19.35,20.51,42.68,41.54
2023-11-24,19.33,20.97,52.22,41.28
2023-11-25,26.38,21.6,35.22,40.61
2023-11-26,22.25,21.67,38.55,40.2
2023-11-27,12.5,22.29,20.53,40.63
2023-11-28,16.22,22.93,31.01,41.05
2023-11-29,16.25,23.39,59.86,40.83
2023-11-30,42.08,23.44,73.49,39.88
2023-12-01,31.59,23.42,61.27,39.89
2023-12-02,39.21,22.93,65.78,38.8
2023-12-03,33.0,23.42,49.75,38.15
2023-12-04,28.04,23.86,38.59,37.81
2023-12-05,34.42,23.82,57.69,37.36
2023-12-06,12.88,23.92,26.91,38.36
2023-12-07,13.43,24.76,25.12,40.34
2023-12-08,36.46,25.55,46.72,42.4
2023-12-09,33.83,25.65,31.87,42.32
2023-12-10,7.83,25.9,12.76,41.68
2023-12-11,24.67,25.53,52.02,41.77
2023-12-12,26.75,25.22,52.77,41.48
2023-12-13,18.78,25.69,34.63,42.32
2023-12-14,8.35,25.62,12.38,42.01
2023-12-15,16.17,25.9,34.72,41.14
2023-12-16,12.67,25.54,18.41,40.07
2023-12-17,54.91,29.13,32.74,41.24
2023-12-18,43.96,34.2,31.74,40.93
2023-12-19,23.33,33.77,27.28,40.55
2023-12-20,26.58,33.32,55.71,41.13
2023-12-21,32.17,32.8,71.94,40.37
2023-12-22,33.1,32.84,77.56,40.52
2023-12-23,22.31,33.57,40.25,41.64
2023-12-24,26.79,33.13,33.0,41.58
2023-12-25,15.48,32.67,38.09,41.56
2023-12-26,12.76,33.03,29.92,42.36
2023-12-27,26.75,33.72,45.61,42.03
2023-12-28,14.04,34.63,21.83,41.64
2023-12-29,24.65,35.63,33.65,41.9
2023-12-30,31.23,36.45,41.33,43.04
2023-12-31,139.38,37.29,96.38,43.37
2024-01-01,191.39,37.53,56.4,44.41
2024-01-02,19.87,36.25,38.33,44.92
2024-01-03,14.75,35.32,56.04,45.52
2024-01-04,18.7,36.73,34.88,46.38
2024-01-05,14.08,37.29,31.5,44.91
2024-01-06,35.29,36.88,58.78,42.72
2024-01-07,23.33,36.46,44.92,42.04
2024-01-08,20.13,36.99,31.32,42.13
2024-01-09,18.43,37.44,36.62,45.92
2024-01-10,45.42,37.47,,46.33
2024-01-11,54.08,37.4,,45.38
2024-01-12,48.67,37.07,,44.29
2024-01-13,32.92,36.87,,43.65
2024-01-14,41.58,36.46,,42.52
2024-01-15,19.75,35.74,,41.45
2024-01-16,16.71,31.6,,37.77
2024-01-17,16.0,25.9,,36.62
2024-01-18,65.48,25.92,,36.55
2024-01-19,43.36,26.32,24.7,35.5
2024-01-20,19.96,26.22,25.95,34.45
2024-01-21,20.39,25.98,63.27,33.57
2024-01-22,38.3,25.03,,30.92
2024-01-23,40.21,24.63,108.82,29.29
2024-01-24,16.38,24.71,,29.29
2024-01-25,10.64,25.21,11.81,29.18
2024-01-26,16.91,24.57,25.03,29.23
2024-01-27,8.0,23.85,9.57,29.68
2024-01-28,12.38,23.01,12.18,29.28
2024-01-29,9.71,22.14,20.99,28.44
2024-01-30,15.08,21.16,26.44,27.67
2024-01-31,20.38,21.17,34.65,28.14
2024-02-01,20.48,21.72,36.96,29.25
2024-02-02,26.83,21.78,36.11,29.36
2024-02-03,15.82,19.89,15.02,28.84
2024-02-04,6.83,19.03,14.65,28.73
2024-02-05,6.88,19.79,8.42,29.72
2024-02-06,11.25,20.22,14.07,28.59
2024-02-07,22.42,19.86,31.21,28.94
2024-02-08,33.53,19.08,34.48,26.01
2024-02-09,26.29,19.17,30.17,25.88
2024-02-10,32.33,19.37,38.85,26.02
2024-02-11,23.42,19.64,20.9,26.13
2024-02-12,6.83,20.43,9.91,27.0
2024-02-13,12.21,21.01,9.89,27.6
2024-02-14,20.25,21.86,39.33,27.97
2024-02-15,33.08,22.4,57.06,28.53
2024-02-16,17.79,22.6,32.33,28.3
2024-02-17,8.78,22.94,14.67,28.81
2024-02-18,17.48,23.0,21.55,28.56
2024-02-19,42.88,23.44,53.83,29.04
2024-02-20,33.25,24.07,31.67,29.57
2024-02-21,27.44,24.9,38.67,30.39
2024-02-22,16.75,25.62,23.96,31.04
2024-02-23,19.21,25.84,22.08,31.03
2024-02-24,16.5,25.07,15.95,30.88
2024-02-25,25.17,24.48,28.39,30.92
2024-02-26,31.75,23.88,35.65,30.54
2024-02-27,29.82,23.76,30.26,31.02
2024-02-28,35.04,24.19,31.81,31.89
2024-02-29,31.29,24.57,43.29,32.67
2024-03-01,26.57,24.86,27.81,32.19
2024-03-02,30.52,24.42,52.28,30.58
2024-03-03,28.62,24.29,,29.92
2024-03-04,29.17,24.13,,29.44
2024-03-05,25.61,23.93,,28.82
2024-03-06,31.74,23.02,,27.83
2024-03-07,32.96,22.55,,27.78
2024-03-08,29.0,22.38,,26.88
2024-03-09,10.38,22.25,,26.12
2024-03-10,8.67,22.27,,26.1
2024-03-11,14.12,22.33,,26.21
2024-03-12,19.79,21.79,,25.34
2024-03-13,19.79,21.27,27.24,24.67
2024-03-14,23.57,20.68,25.52,23.89
2024-03-15,29.08,19.81,29.8,23.04
2024-03-16,20.0,19.22,24.78,21.88
2024-03-17,13.83,19.14,19.2,21.7
2024-03-18,4.0,19.38,5.0,20.39
2024-03-19,11.32,19.08,9.21,20.26
2024-03-20,15.71,18.41,33.99,19.73
2024-03-21,19.04,17.93,30.64,19.49
2024-03-22,,17.26,20.62,19.4
2024-03-23,12.85,16.71,8.85,19.45
2024-03-24,19.92,16.34,21.64,19.48
2024-03-25,18.17,16.87,18.28,19.73
2024-03-26,9.54,17.8,10.92,20.32
2024-03-27,16.77,17.92,22.31,20.5
2024-03-28,12.71,17.57,14.48,20.08
2024-03-29,9.65,17.29,15.01,19.59
2024-03-30,14.42,16.98,20.1,19.37
2024-03-31,24.14,16.55,24.16,19.19
2024-04-01,37.43,16.64,26.0,19.32
2024-04-02,20.05,17.0,17.62,19.72
2024-04-03,9.61,17.86,8.62,20.46
2024-04-04,11.86,18.54,14.17,21.33
2024-04-05,12.06,19.02,17.39,21.25
2024-04-06,17.17,19.08,20.67,21.03
2024-04-07,18.35,18.6,20.35,20.65
2024-04-08,25.75,18.41,26.04,20.67
2024-04-09,35.42,18.08,36.29,20.45
2024-04-10,17.74,18.08,25.67,20.36
2024-04-11,9.52,18.57,7.72,20.8
2024-04-12,11.83,18.97,12.76,21.2
2024-04-13,14.38,19.78,18.67,21.91
2024-04-14,16.62,20.57,24.62,22.56
2024-04-15,22.75,21.04,28.48,22.85
2024-04-16,24.12,21.3,31.22,23.04
2024-04-17,29.13,21.01,27.3,23.13
2024-04-18,31.08,21.32,35.18,23.62
2024-04-19,29.43,22.08,31.58,24.49
2024-04-20,20.77,22.56,24.09,24.81
2024-04-21,4.9,23.13,9.19,25.26
2024-04-22,6.88,23.5,9.59,25.55
2024-04-23,10.21,24.07,15.09,26.0
2024-04-24,18.04,24.39,15.46,26.32
2024-04-25,24.36,24.39,24.09,26.1
2024-04-26,28.67,25.35,34.25,26.75
2024-04-27,37.04,26.66,35.95,27.9
2024-04-28,33.22,27.44,34.62,28.77
2024-04-29,28.71,27.98,28.74,29.11
2024-04-30,32.0,28.24,29.91,29.27
2024-05-01,28.6,28.76,28.56,29.3
2024-05-02,29.43,29.3,32.43,29.6
2024-05-03,32.22,29.13,34.62,29.69
2024-05-04,26.55,28.89,23.86,29.48
2024-05-05,28.91,29.01,30.9,29.39
2024-05-06,28.45,29.86,29.21,29.61
2024-05-07,35.21,31.09,33.96,30.5
2024-05-08,35.53,32.47,35.63,31.45
2024-05-09,35.42,33.68,29.55,32.23
2024-05-10,46.58,34.24,45.16,33.07
2024-05-11,48.88,34.8,42.42,33.54
2024-05-12,35.22,35.04,38.85,33.5
2024-05-13,30.52,35.41,28.92,33.36
2024-05-14,24.25,35.72,,33.28
2024-05-15,38.57,35.41,,33.58
2024-05-16,40.25,35.53,39.75,
2024-05-17,23.95,35.58,,
2024-05-18,23.83,35.9,,
2024-05-19,33.09,36.22,,
2024-05-20,46.22,36.55,,
2024-05-21,41.84,36.71,,
2024-05-22,48.36,36.71,,
2024-05-23,46.48,37.09,,
2024-05-24,34.91,37.15,,
2024-05-25,41.0,37.05,,
2024-05-26,35.95,36.27,,
2024-05-27,48.13,35.48,,
2024-05-28,42.59,35.19,,
2024-05-29,19.23,34.85,,
2024-05-30,35.8,34.48,,
2024-05-31,30.13,33.53,,
2024-06-01,38.89,32.52,38.39,
2024-06-02,41.75,32.19,40.33,
2024-06-03,36.57,31.68,34.26,
2024-06-04,33.75,30.86,32.98,
2024-06-05,28.5,29.48,26.68,20.75
2024-06-06,46.57,28.2,,19.79
2024-06-07,,27.48,,19.79
2024-06-08,32.53,26.78,,19.79
2024-06-09,24.07,26.47,,19.79
2024-06-10,25.85,25.89,28.65,19.79
2024-06-11,27.0,25.47,26.13,19.79
2024-06-12,20.73,24.48,19.08,19.79
2024-06-13,13.24,23.66,11.6,19.1
2024-06-14,11.15,23.87,9.9,19.12
2024-06-15,11.03,23.27,9.68,19.12
2024-06-16,14.41,22.91,10.28,18.55
2024-06-17,9.03,21.74,8.16,16.91
2024-06-18,9.33,20.54,8.31,15.56
2024-06-19,6.04,19.67,6.81,14.72
2024-06-20,4.88,19.13,5.41,14.05
2024-06-21,,19.26,,13.95
2024-06-22,,18.27,,14.73
2024-06-23,,18.5,,15.24
2024-06-24,,17.86,,15.45
2024-06-25,,17.46,,15.67
2024-06-26,,16.87,,15.18
2024-06-27,,16.15,8.12,14.7
2024-06-28,,15.94,19.4,14.26
2024-06-29,,16.48,19.2,14.32
2024-06-30,,17.38,7.62,14.7
2024-07-01,16.6,17.91,5.64,15.51
2024-07-02,18.98,18.75,13.32,15.74
2024-07-03,20.03,19.52,17.47,16.6
2024-07-04,23.58,20.15,19.65,17.31
2024-07-05,30.94,21.11,24.49,18.12
2024-07-06,27.69,22.34,30.35,19.05
2024-07-07,22.89,22.15,26.03,18.99
2024-07-08,19.83,21.87,20.08,19.01
2024-07-09,15.92,21.57,20.67,18.82
2024-07-10,14.06,21.12,17.0,18.6
2024-07-11,12.6,20.86,14.54,18.49
2024-07-12,16.59,20.94,8.63,18.49
2024-07-13,23.96,21.02,12.91,19.03
2024-07-14,29.26,20.87,19.17,18.92
2024-07-15,21.68,20.84,29.12,18.96
2024-07-16,31.14,20.75,,19.37
2024-07-17,24.37,21.25,27.77,20.33
2024-07-18,22.06,21.73,24.81,21.16
2024-07-19,25.2,21.89,25.46,21.57
2024-07-20,29.41,21.77,26.75,21.61
2024-07-21,18.46,21.4,17.62,21.33
2024-07-22,15.82,21.04,19.35,20.94
2024-07-23,14.97,20.77,14.26,20.75
2024-07-24,10.83,20.6,12.87,20.8
2024-07-25,14.69,20.75,15.5,20.82
2024-07-26,22.9,20.87,18.52,20.96
2024-07-27,23.18,21.09,23.8,21.12
2024-07-28,16.68,20.9,16.06,21.28
2024-07-29,20.03,20.41,20.34,21.26
2024-07-30,18.14,19.79,19.7,21.06
2024-07-31,31.54,19.52,33.33,20.64
2024-08-01,33.53,18.97,37.38,20.72
2024-08-02,24.74,18.52,29.41,20.28
2024-08-03,19.96,18.23,20.66,20.03
2024-08-04,20.01,17.8,16.63,19.67
2024-08-05,16.63,17.12,18.85,19.22
2024-08-06,14.96,16.82,20.68,19.14
2024-08-07,14.81,16.71,21.33,19.03
2024-08-08,20.25,16.62,21.38,19.11
2024-08-09,17.63,16.62,20.98,19.19
2024-08-10,19.14,16.64,19.22,19.28
2024-08-11,11.06,16.47,13.29,19.28
2024-08-12,9.22,16.16,12.29,19.13
2024-08-13,10.8,16.05,13.49,19.24
2024-08-14,13.39,15.77,16.94,19.17
2024-08-15,14.8,15.53,22.85,19.18
2024-08-16,10.78,14.8,14.76,18.66
2024-08-17,13.43,14.1,17.35,17.97
2024-08-18,12.24,13.56,14.38,17.44
2024-08-19,8.89,13.14,13.39,17.19
2024-08-20,9.67,12.8,15.34,17.12
2024-08-21,12.42,12.46,15.86,16.76
2024-08-22,12.12,12.22,16.62,16.41
2024-08-23,10.85,12.2,15.36,16.25
2024-08-24,15.52,11.92,18.07,16.08
2024-08-25,17.6,11.81,18.73,15.99
2024-08-26,13.89,11.72,19.12,16.04
2024-08-27,13.5,11.72,19.51,16.19
2024-08-28,11.6,12.0,18.33,16.82
2024-08-29,10.98,12.39,19.96,17.45
2024-08-30,9.61,12.58,17.69,17.79
2024-08-31,12.45,12.75,16.68,17.95
2024-09-01,8.47,12.78,13.55,18.0
2024-09-02,7.48,12.64,12.99,17.77
2024-09-03,9.86,12.6,14.61,17.84
2024-09-04,6.34,12.72,8.04,18.08
2024-09-05,7.87,13.03,10.04,18.45
2024-09-06,14.0,13.21,16.68,18.77
2024-09-07,11.87,13.28,16.26,18.84
2024-09-08,14.56,13.22,18.33,18.76
2024-09-09,16.22,12.96,20.61,18.5
2024-09-10,11.22,12.7,17.93,18.36
2024-09-11,17.64,12.56,31.0,18.37
2024-09-12,22.49,12.46,32.46,18.47
2024-09-13,18.96,12.89,27.33,18.86
2024-09-14,20.06,13.44,27.5,19.31
2024-09-15,11.52,14.02,16.28,19.53
2024-09-16,9.42,14.41,10.5,19.95
2024-09-17,10.94,14.58,16.47,20.04
2024-09-18,12.37,14.9,20.44,20.42
2024-09-19,19.12,15.26,26.66,21.02
2024-09-20,17.86,15.54,25.36,21.71
2024-09-21,14.23,15.75,18.72,22.06
2024-09-22,8.99,15.81,12.99,21.91
2024-09-23,7.6,15.97,10.35,22.2
2024-09-24,9.78,16.3,14.35,22.42
2024-09-25,9.7,16.68,19.46,22.72
2024-09-26,10.66,17.25,22.53,23.25
2024-09-27,24.38,17.44,30.19,23.33
2024-09-28,27.57,17.54,33.17,23.28
2024-09-29,27.04,17.76,24.56,23.29
2024-09-30,24.19,17.66,29.07,23.17
2024-10-01,13.63,17.87,16.27,23.68
2024-10-02,16.82,18.01,24.52,24.45
2024-10-03,20.79,18.02,32.45,24.25
2024-10-04,14.85,17.95,28.8,23.98
2024-10-05,14.08,17.74,20.7,23.4
2024-10-06,15.86,17.53,12.14,23.09
2024-10-07,16.59,17.39,24.97,22.74
2024-10-08,24.36,17.45,24.81,22.84
2024-10-09,27.71,17.74,29.64,23.23
2024-10-10,28.22,18.11,33.73,23.67
2024-10-11,23.51,18.62,33.54,24.29
2024-10-12,25.41,18.89,30.97,24.54
2024-10-13,25.55,18.45,27.67,24.07
2024-10-14,17.15,17.93,23.82,23.56
2024-10-15,17.65,17.45,31.42,23.45
2024-10-16,13.59,17.42,33.61,23.87
2024-10-17,11.31,17.71,10.52,25.15
2024-10-18,10.32,17.81,12.46,25.39
2024-10-19,12.71,17.52,9.08,24.95
2024-10-20,11.81,17.59,16.09,24.82
2024-10-21,9.81,17.78,8.19,25.24
2024-10-22,10.96,17.85,16.08,25.82
2024-10-23,16.3,17.96,22.19,26.27
2024-10-24,20.82,17.94,27.5,26.92
2024-10-25,24.84,17.67,37.97,27.05
2024-10-26,19.01,17.23,29.98,26.81
2024-10-27,11.18,17.31,16.11,26.89
2024-10-28,11.78,17.26,18.05,26.71
2024-10-29,12.77,16.97,21.03,26.84
2024-10-30,23.2,16.97,41.75,27.1
2024-10-31,22.41,16.7,54.74,26.55
2024-11-01,19.91,16.76,31.69,26.55
2024-11-02,12.0,17.02,19.34,27.23
2024-11-03,16.95,17.57,24.78,28.29
2024-11-04,19.78,17.68,33.39,29.18
2024-11-05,17.96,17.88,29.6,29.8
2024-11-06,19.76,18.05,38.29,30.33
2024-11-07,23.79,18.14,44.26,30.61
2024-11-08,19.52,18.44,33.66,31.6
2024-11-09,15.25,18.36,26.67,32.62
2024-11-10,25.76,18.12,35.9,33.23
2024-11-11,24.08,18.53,25.36,33.84
2024-11-12,16.77,18.9,31.54,34.7
2024-11-13,17.07,20.15,31.65,36.48
2024-11-14,9.71,21.02,15.03,37.64
2024-11-15,15.39,20.47,33.63,36.78
2024-11-16,18.96,20.23,31.0,36.31
2024-11-17,26.91,20.75,44.21,37.52
2024-11-18,16.02,20.87,35.56,37.9
2024-11-19,17.75,20.43,34.77,37.44
2024-11-20,14.79,20.57,24.06,38.26
2024-11-21,13.82,20.87,24.45,39.66
2024-11-22,25.21,20.43,51.91,38.72
2024-11-23,,20.11,58.22,38.94
2024-11-24,,20.96,56.35,40.81
2024-11-25,30.46,21.94,48.18,40.75
2024-11-26,21.37,21.97,41.88,40.95
2024-11-27,46.92,21.44,71.52,40.46
2024-11-28,37.05,21.7,55.72,40.6
2024-11-29,7.82,22.47,16.09,41.87
2024-11-30,15.67,23.36,40.57,43.41
2024-12-01,34.47,23.85,68.03,43.93
2024-12-02,15.33,24.21,30.76,44.82
2024-12-03,4.56,24.0,10.9,44.49
2024-12-04,23.79,23.99,57.97,44.46
2024-12-05,26.24,23.81,71.77,44.0
2024-12-06,7.61,23.98,10.05,44.59
2024-12-07,14.72,24.02,50.78,44.55
2024-12-08,43.37,23.63,89.63,43.66
2024-12-09,42.78,23.54,25.04,42.93
2024-12-10,26.55,24.77,41.96,42.89
2024-12-11,9.2,24.67,10.6,43.12
2024-12-12,24.05,24.99,35.59,43.01
2024-12-13,38.63,24.81,69.8,42.42
2024-12-14,34.67,24.67,61.32,41.95
2024-12-15,29.17,25.69,49.26,42.46
2024-12-16,29.08,26.49,57.7,42.26
2024-12-17,20.93,27.01,34.4,41.03
2024-12-18,15.82,27.67,34.47,41.62
2024-12-19,12.75,28.51,20.94,42.84
2024-12-20,19.36,29.16,41.74,43.13
2024-12-21,15.14,29.21,23.42,42.65
2024-12-22,14.27,29.79,25.03,43.58
2024-12-23,20.84,29.51,36.54,42.23
2024-12-24,60.37,28.3,55.06,39.6
2024-12-25,27.68,27.18,55.2,39.13
2024-12-26,30.83,26.82,38.59,38.62
2024-12-27,41.59,26.87,53.56,39.16
2024-12-28,32.76,26.76,41.7,39.11
2024-12-29,38.59,26.44,31.47,38.68
2024-12-30,39.63,25.57,34.37,37.1
2024-12-31,50.1,25.41,31.35,36.95
2025-01-01,35.17,25.01,48.41,36.86
2025-01-02,29.49,25.01,47.39,36.75
2025-01-03,43.28,26.44,66.73,37.93
2025-01-04,27.85,27.64,57.5,38.98
2025-01-05,24.95,27.65,37.87,38.61
2025-01-06,6.46,27.44,10.38,38.39
2025-01-07,6.99,27.17,10.67,38.4
2025-01-08,9.14,27.23,10.96,38.67
2025-01-09,15.91,25.68,26.54,38.39
2025-01-10,10.7,25.37,26.84,37.47
2025-01-11,20.66,26.25,34.11,39.18
2025-01-12,28.99,25.82,57.02,39.49
2025-01-13,8.48,25.22,13.91,39.32
2025-01-14,24.53,24.48,44.51,39.79
2025-01-15,16.94,24.34,55.02,40.58
2025-01-16,20.97,23.76,31.26,41.79
2025-01-17,58.73,23.41,69.97,41.68
2025-01-18,48.96,24.42,52.4,40.98
2025-01-19,19.56,24.11,30.46,40.2
2025-01-20,8.77,24.37,16.78,40.0
2025-01-21,6.23,24.33,25.4,40.46
2025-01-22,22.74,25.05,44.55,41.69
2025-01-23,13.79,25.85,46.69,43.36
2025-01-24,18.33,26.81,27.7,45.01
2025-01-25,57.07,27.62,89.94,46.07
2025-01-26,28.73,28.46,62.78,46.96
2025-01-27,14.93,28.66,36.62,47.16
2025-01-28,16.3,28.71,45.45,46.68
2025-01-29,35.4,29.39,58.2,47.81
2025-01-30,32.79,29.0,67.79,47.42
2025-01-31,24.61,29.61,45.02,48.22
2025-02-01,59.71,30.44,26.31,49.8
2025-02-02,33.97,29.21,43.4,48.25
2025-02-03,35.6,28.1,51.46,47.46
2025-02-04,23.97,28.64,51.7,48.52
2025-02-05,28.04,28.95,47.14,49.45
2025-02-06,30.93,29.14,60.87,50.3
2025-02-07,37.99,29.3,60.38,50.52
2025-02-08,40.05,29.83,58.35,50.66
2025-02-09,35.9,30.24,53.74,51.58
2025-02-10,26.88,28.81,39.95,49.99
2025-02-11,30.34,28.88,42.56,47.85
2025-02-12,28.93,29.32,,48.34
2025-02-13,12.81,29.37,33.4,47.23
2025-02-14,35.12,28.82,78.04,45.19
2025-02-15,46.01,28.99,77.31,43.05
2025-02-16,21.69,28.83,24.75,41.75
2025-02-17,15.73,27.64,29.73,41.66
2025-02-18,35.75,27.5,60.97,40.98
2025-02-19,18.09,27.71,43.75,41.86
2025-02-20,12.04,28.14,,40.91
2025-02-21,27.43,28.33,,39.86
2025-02-22,,28.11,,37.94
2025-02-23,,27.03,,35.6
2025-02-24,16.92,25.9,,33.41
2025-02-25,30.63,25.47,11.47,32.01
2025-02-26,27.43,24.99,,31.06
2025-02-27,17.7,24.48,20.0,29.82
2025-02-28,19.82,24.08,11.32,29.14
2025-03-01,37.67,24.68,18.54,28.3
2025-03-02,20.19,24.2,15.03,25.7
2025-03-03,26.26,23.28,24.22,23.28
2025-03-04,30.06,23.13,27.91,23.03
2025-03-05,41.63,24.9,71.59,23.89
2025-03-06,35.74,24.35,29.94,22.01
2025-03-07,33.61,24.27,23.05,20.73
2025-03-08,24.75,24.49,16.65,20.69
2025-03-09,7.76,24.47,6.57,20.67
2025-03-10,8.3,24.41,8.03,20.56
2025-03-11,23.81,24.19,21.55,20.25
2025-03-12,13.45,24.2,18.04,19.98
2025-03-13,16.12,23.43,13.95,19.87
2025-03-14,17.7,23.02,13.53,19.62
2025-03-15,29.65,23.19,13.16,19.54
2025-03-16,21.69,23.13,15.8,19.52
2025-03-17,20.13,22.7,19.2,19.39
2025-03-18,17.69,23.06,18.64,19.49
2025-03-19,65.32,23.06,50.47,19.26
2025-03-20,20.22,22.82,15.84,18.8
2025-03-21,15.97,22.2,13.11,16.91
2025-03-22,18.03,21.42,19.59,16.26
2025-03-23,26.78,20.46,20.13,15.64
2025-03-24,22.8,19.94,17.88,15.33
2025-03-25,17.78,20.2,11.82,15.46
2025-03-26,17.34,20.39,12.34,15.63
2025-03-27,7.6,20.22,8.29,15.44
2025-03-28,15.05,20.24,12.41,15.25
2025-03-29,22.64,20.15,17.51,15.11
2025-03-30,18.31,20.1,10.84,15.16
2025-03-31,24.52,19.85,14.47,15.12
2025-04-01,31.06,19.72,18.21,15.02
2025-04-02,26.2,19.62,17.29,14.75
2025-04-03,22.87,19.64,14.21,14.56
2025-04-04,23.03,18.19,14.68,13.35
2025-04-05,12.38,18.49,10.48,13.44
2025-04-06,4.85,18.58,4.52,13.48
2025-04-07,9.21,18.54,7.4,13.2
2025-04-08,15.46,18.24,10.28,12.95
2025-04-09,14.12,18.3,13.23,12.89
2025-04-10,18.53,18.37,15.83,12.97
2025-04-11,14.16,18.69,12.23,13.02
2025-04-12,13.4,19.32,9.9,13.16
2025-04-13,16.29,19.45,14.93,13.17
2025-04-14,21.94,19.41,12.05,13.09
2025-04-15,17.74,19.34,12.8,13.14
2025-04-16,17.28,19.11,11.03,13.21
2025-04-17,18.35,18.77,13.07,13.04
2025-04-18,21.62,18.61,14.03,12.91
2025-04-19,29.49,18.1,18.51,12.87
2025-04-20,18.66,17.67,14.3,12.8
2025-04-21,16.86,17.84,11.32,12.89
2025-04-22,17.7,18.44,12.63,13.21
2025-04-23,24.58,18.71,16.2,13.44
2025-04-24,19.86,18.69,14.11,13.57
2025-04-25,26.85,18.51,13.77,13.5
2025-04-26,26.6,18.49,12.68,13.41
2025-04-27,18.82,18.64,12.67,13.51
2025-04-28,21.44,18.7,15.03,13.84
2025-04-29,16.32,18.76,12.42,14.32
2025-04-30,17.62,18.9,16.56,14.42
2025-05-01,20.92,19.37,12.96,14.49
2025-05-02,21.31,20.06,13.48,14.66
2025-05-03,7.5,20.66,,14.73
2025-05-04,10.31,21.17,,14.77
2025-05-05,17.44,21.15,,14.56
2025-05-06,22.86,21.52,,14.58
2025-05-07,17.34,21.9,,14.78
