fecha,NE_diario,NE_media_movil_30d,SO_diario,SO_media_movil_30d
2021-12-26,44.73,37.7,45.7,48.12
2021-12-27,36.84,37.01,51.5,47.87
2021-12-28,33.53,36.86,44.92,47.89
2021-12-29,38.4,36.69,38.67,48.65
2021-12-30,33.38,36.55,51.42,48.52
2021-12-31,53.65,37.45,49.14,48.48
2022-01-01,94.44,37.77,47.36,47.81
2022-01-02,22.7,37.59,14.79,47.06
2022-01-03,9.21,37.14,13.54,46.59
2022-01-04,24.73,37.43,53.08,48.34
2022-01-05,42.49,37.34,42.96,47.82
2022-01-06,37.71,36.44,38.04,46.6
2022-01-07,20.77,35.98,39.33,46.77
2022-01-08,43.34,35.65,97.95,46.68
2022-01-09,56.84,34.6,57.52,45.55
2022-01-10,7.29,32.68,14.83,47.22
2022-01-11,10.42,32.14,17.4,46.65
2022-01-12,28.54,31.38,77.29,45.6
2022-01-13,39.01,30.88,66.09,44.83
2022-01-14,57.19,29.99,72.12,44.24
2022-01-15,39.37,29.48,35.96,43.17
2022-01-16,27.85,28.75,42.62,42.56
2022-01-17,35.72,26.2,40.58,41.99
2022-01-18,20.43,26.26,73.04,42.57
2022-01-19,18.79,26.93,38.43,43.55
2022-01-20,12.13,26.42,21.36,42.46
2022-01-21,18.07,25.29,50.2,41.51
2022-01-22,25.84,24.48,47.89,40.77
2022-01-23,13.49,24.6,25.72,40.6
2022-01-24,33.36,23.86,107.05,38.76
2022-01-25,28.71,22.75,28.58,37.75
2022-01-26,13.9,23.17,20.0,38.39
2022-01-27,18.54,23.51,21.79,38.92
2022-01-28,11.68,23.33,21.14,37.52
2022-01-29,18.27,22.84,19.27,36.52
2022-01-30,31.75,21.23,30.9,34.58
2022-01-31,17.89,20.43,30.33,34.35
2022-02-01,24.6,20.14,32.11,33.96
2022-02-02,29.23,19.92,42.93,34.14
2022-02-03,9.36,20.31,20.45,32.76
2022-02-04,8.72,20.04,14.29,31.93
2022-02-05,13.31,20.3,15.77,31.63
2022-02-06,24.29,20.43,34.43,30.83
2022-02-07,21.19,20.34,42.7,30.16
2022-02-08,23.51,20.63,27.26,30.41
2022-02-09,19.97,20.42,34.0,27.96
2022-02-10,20.64,20.18,33.16,28.31
2022-02-11,23.08,20.38,35.55,28.57
2022-02-12,24.43,20.92,35.91,29.58
2022-02-13,8.67,21.11,13.91,29.88
2022-02-14,15.61,21.08,29.26,29.95
2022-02-15,18.92,20.69,30.76,29.71
2022-02-16,29.12,20.76,45.98,29.69
2022-02-17,32.18,20.57,31.75,29.73
2022-02-18,10.67,20.13,13.39,29.03
2022-02-19,20.11,20.62,12.5,29.52
2022-02-20,21.99,21.21,26.01,30.47
2022-02-21,23.03,21.47,27.88,30.74
2022-02-22,22.15,21.07,33.12,30.37
2022-02-23,27.04,20.84,33.62,29.57
2022-02-24,21.45,20.66,39.18,29.76
2022-02-25,20.01,20.74,27.84,29.65
2022-02-26,34.89,20.4,52.05,28.9
2022-02-27,17.3,20.17,30.08,28.23
2022-02-28,17.27,20.05,21.51,28.03
2022-03-01,19.98,20.41,23.46,28.24
2022-03-02,20.05,20.59,29.73,28.2
2022-03-03,19.07,20.68,33.33,28.1
2022-03-04,15.8,20.84,21.89,27.54
2022-03-05,24.09,20.34,35.23,26.87
2022-03-06,26.55,20.46,42.87,26.88
2022-03-07,20.93,20.47,23.79,27.22
2022-03-08,12.26,20.36,23.22,26.89
2022-03-09,14.53,20.42,18.81,26.63
2022-03-10,18.01,20.15,32.87,26.04
2022-03-11,22.31,20.4,30.91,25.7
2022-03-12,10.64,20.69,10.72,25.92
2022-03-13,15.97,20.99,15.39,26.31
2022-03-14,20.89,20.62,29.85,25.69
2022-03-15,19.48,21.37,20.18,26.15
2022-03-16,21.06,22.23,28.16,26.66
2022-03-17,21.45,22.37,27.73,26.59
2022-03-18,34.07,22.59,29.08,26.37
2022-03-19,17.04,22.87,11.57,26.26
2022-03-20,14.23,23.24,13.81,26.33
2022-03-21,20.47,23.39,22.67,26.04
2022-03-22,18.73,23.91,16.26,25.53
2022-03-23,24.83,24.21,19.95,25.42
2022-03-24,14.1,24.26,15.29,25.13
2022-03-25,34.43,24.62,23.6,25.23
2022-03-26,30.36,25.09,45.7,25.55
2022-03-27,28.83,25.31,39.69,25.28
2022-03-28,23.95,25.55,33.28,25.5
2022-03-29,39.78,26.03,44.05,25.81
2022-03-30,43.09,25.88,36.62,25.39
2022-03-31,24.12,26.14,21.36,25.45
2022-04-01,26.75,26.59,23.34,25.4
2022-04-02,27.28,27.2,29.75,25.56
2022-04-03,27.09,27.02,24.26,25.52
2022-04-04,28.47,27.28,26.46,25.79
2022-04-05,42.09,27.35,27.53,25.78
2022-04-06,29.95,27.44,20.37,25.79
2022-04-07,13.89,27.71,14.52,26.13
2022-04-08,25.23,27.95,22.02,26.29
2022-04-09,32.03,28.23,42.31,26.52
2022-04-10,28.91,27.79,22.75,26.44
2022-04-11,17.91,27.79,17.33,25.71
2022-04-12,30.3,27.11,24.8,24.75
2022-04-13,16.64,26.68,17.14,23.9
2022-04-14,27.22,25.79,22.07,22.88
2022-04-15,34.5,25.1,26.64,22.32
2022-04-16,39.87,25.24,32.62,22.49
2022-04-17,28.42,25.25,27.71,22.37
2022-04-18,24.88,25.28,19.71,22.28
2022-04-19,16.28,25.36,13.61,22.32
2022-04-20,23.18,25.63,23.02,22.47
2022-04-21,26.84,25.39,26.39,22.65
2022-04-22,32.17,25.79,24.73,22.95
2022-04-23,22.5,26.52,22.29,23.47
2022-04-24,21.25,27.24,21.12,24.01
2022-04-25,30.28,27.76,23.88,23.93
2022-04-26,8.47,27.9,10.73,24.18
2022-04-27,10.86,27.97,8.01,24.16
2022-04-28,13.29,27.56,13.31,23.92
2022-04-29,22.42,27.69,19.95,24.09
2022-04-30,28.12,27.5,26.41,24.1
2022-05-01,27.0,26.88,19.72,23.72
2022-05-02,28.28,26.4,26.88,23.4
2022-05-03,29.61,26.34,25.54,23.32
2022-05-04,36.36,26.64,30.88,23.62
2022-05-05,35.17,27.32,32.95,24.28
2022-05-06,41.92,28.11,29.38,24.62
2022-05-07,35.55,28.81,30.2,25.15
2022-05-08,47.02,28.78,38.1,25.2
2022-05-09,47.52,28.62,40.03,24.91
2022-05-10,33.08,28.24,30.28,24.77
2022-05-11,20.13,27.62,16.74,24.64
2022-05-12,17.9,27.79,17.64,24.64
2022-05-13,20.56,28.63,22.18,25.25
2022-05-14,21.69,29.2,22.44,25.66
2022-05-15,15.86,29.28,15.29,25.68
2022-05-16,25.52,29.12,22.73,25.5
2022-05-17,26.45,29.11,25.43,25.57
2022-05-18,33.82,28.6,28.73,25.07
2022-05-19,36.77,28.06,33.38,24.64
2022-05-20,47.01,27.27,33.15,23.89
2022-05-21,47.84,26.52,42.36,23.31
2022-05-22,31.21,25.61,26.35,22.68
2022-05-23,17.65,25.04,13.44,22.4
2022-05-24,9.73,24.63,17.0,22.16
2022-05-25,11.81,24.23,19.98,21.86
2022-05-26,13.48,23.83,10.86,21.45
2022-05-27,36.04,23.82,26.05,21.55
2022-05-28,30.63,23.96,,21.61
2022-05-29,24.65,24.27,20.46,21.77
2022-05-30,23.23,24.49,21.24,21.9
2022-05-31,26.75,24.72,21.69,22.11
2022-06-01,13.12,24.45,12.59,21.79
2022-06-02,13.26,24.81,12.93,22.05
2022-06-03,12.86,24.68,9.33,22.05
2022-06-04,12.52,24.07,15.91,21.41
2022-06-05,14.53,22.94,11.19,20.6
2022-06-06,18.63,21.72,22.24,19.45
2022-06-07,34.55,21.12,31.13,18.9
2022-06-08,35.59,21.0,31.12,18.85
2022-06-09,21.21,21.3,18.36,18.87
2022-06-10,19.84,21.62,19.76,18.86
2022-06-11,22.07,21.72,19.42,18.99
2022-06-12,29.83,21.01,26.69,18.53
2022-06-13,28.11,20.46,26.17,18.35
2022-06-14,22.95,20.16,21.58,18.12
2022-06-15,17.37,19.86,13.29,17.83
2022-06-16,37.24,19.61,33.16,17.61
2022-06-17,29.92,19.78,28.73,17.76
2022-06-18,18.31,20.18,14.84,18.07
2022-06-19,13.3,20.32,9.55,18.31
2022-06-20,11.33,20.44,9.07,18.29
2022-06-21,13.09,20.59,10.49,18.52
2022-06-22,14.1,20.7,11.86,18.45
2022-06-23,18.78,20.1,17.58,18.04
2022-06-24,21.29,19.52,19.82,17.59
2022-06-25,16.57,19.49,14.46,17.51
2022-06-26,14.6,19.31,12.8,17.21
2022-06-27,14.31,19.09,13.09,17.01
2022-06-28,15.67,18.74,13.42,16.67
2022-06-29,14.22,18.52,12.75,16.4
2022-06-30,18.98,18.38,14.91,16.2
2022-07-01,18.44,18.25,17.27,16.24
2022-07-02,25.15,17.89,22.09,15.84
2022-07-03,17.0,17.91,16.44,15.76
2022-07-04,16.14,18.15,15.54,16.08
2022-07-05,19.16,18.46,18.09,16.43
2022-07-06,21.93,19.07,20.04,17.07
2022-07-07,16.59,19.61,18.73,17.58
2022-07-08,18.13,19.85,,17.87
2022-07-09,20.21,19.81,16.08,17.78
2022-07-10,14.45,19.6,11.12,17.57
2022-07-11,15.58,19.44,13.73,17.49
2022-07-12,19.42,19.39,16.64,17.47
2022-07-13,21.52,19.34,18.36,17.4
2022-07-14,18.71,19.34,15.95,17.36
2022-07-15,13.48,19.24,14.28,17.25
2022-07-16,26.21,19.19,21.67,17.28
2022-07-17,30.71,19.01,26.35,17.14
2022-07-18,25.36,18.57,24.26,16.71
2022-07-19,22.83,18.41,19.55,16.52
2022-07-20,29.37,18.47,27.67,16.55
2022-07-21,29.48,18.64,25.4,16.65
2022-07-22,21.25,18.89,20.12,16.93
2022-07-23,17.48,19.19,15.09,17.11
2022-07-24,14.93,19.15,13.53,17.04
2022-07-25,12.06,18.97,12.32,17.01
2022-07-26,13.08,18.96,12.03,17.01
2022-07-27,12.75,18.91,11.21,16.98
2022-07-28,15.57,18.68,12.26,16.79
2022-07-29,11.36,18.35,9.6,16.53
2022-07-30,17.39,18.26,15.79,16.49
2022-07-31,12.93,18.36,13.09,16.49
2022-08-01,11.9,18.13,9.58,16.5
2022-08-02,12.3,17.78,10.98,16.18
2022-08-03,17.92,17.56,16.4,15.95
2022-08-04,24.22,17.34,20.94,15.83
2022-08-05,29.44,17.06,28.25,15.52
2022-08-06,25.79,16.53,24.06,15.19
2022-08-07,16.67,16.27,14.77,14.89
2022-08-08,14.9,16.38,15.28,15.03
2022-08-09,14.34,16.35,11.13,15.08
2022-08-10,14.02,16.45,12.85,15.1
2022-08-11,12.34,16.55,10.85,15.19
2022-08-12,11.84,16.6,10.57,15.28
2022-08-13,15.94,16.65,14.72,15.37
2022-08-14,16.37,16.65,14.34,15.38
2022-08-15,19.49,16.64,22.15,15.33
2022-08-16,20.1,16.9,16.73,15.56
2022-08-17,18.66,16.92,17.35,15.56
2022-08-18,16.44,16.85,15.8,15.59
2022-08-19,20.98,16.59,18.35,15.39
2022-08-20,13.37,16.15,15.49,14.99
2022-08-21,13.65,15.56,11.17,14.33
2022-08-22,20.55,15.03,19.19,13.76
2022-08-23,14.1,14.79,15.09,13.87
2022-08-24,15.1,14.69,12.95,13.9
2022-08-25,16.16,14.75,14.66,14.03
2022-08-26,14.02,14.92,13.94,14.34
2022-08-27,17.19,15.14,15.19,14.55
2022-08-28,11.5,15.21,9.78,14.61
2022-08-29,17.1,15.24,14.33,14.6
2022-08-30,20.64,15.22,19.77,14.62
2022-08-31,12.58,15.06,9.59,14.32
2022-09-01,10.03,14.84,12.08,14.05
2022-09-02,10.33,14.62,10.34,13.88
2022-09-03,10.82,14.44,9.02,13.71
2022-09-04,11.84,14.06,8.34,13.46
2022-09-05,9.9,13.93,7.09,13.32
2022-09-06,9.36,13.95,17.88,13.37
2022-09-07,11.79,13.73,16.2,13.12
2022-09-08,16.16,13.8,15.08,13.08
2022-09-09,19.21,13.98,22.1,13.23
2022-09-10,19.02,14.27,17.19,13.44
2022-09-11,13.97,14.31,12.29,13.57
2022-09-12,16.69,14.18,14.65,13.57
2022-09-13,15.96,14.44,14.86,13.95
2022-09-14,14.74,14.41,12.95,13.98
2022-09-15,13.39,14.24,8.75,13.71
2022-09-16,11.92,14.76,12.26,14.08
2022-09-17,11.14,15.36,10.6,14.09
2022-09-18,9.5,15.61,10.91,14.35
2022-09-19,9.64,15.73,11.24,14.48
2022-09-20,14.04,15.84,12.82,14.67
2022-09-21,14.0,16.07,11.56,14.9
2022-09-22,16.25,16.4,14.09,14.77
2022-09-23,20.58,16.59,17.31,14.86
2022-09-24,24.7,16.74,21.06,14.86
2022-09-25,15.38,17.02,17.8,14.74
2022-09-26,13.35,17.24,15.08,14.94
2022-09-27,19.24,17.48,21.12,15.27
2022-09-28,16.29,18.02,15.39,15.85
2022-09-29,15.33,18.56,11.62,16.15
2022-09-30,28.3,18.67,20.68,16.69
2022-10-01,28.0,18.81,12.4,17.05
2022-10-02,17.87,19.0,18.07,17.29
2022-10-03,14.26,19.09,12.98,17.5
2022-10-04,15.35,19.2,13.97,17.72
2022-10-05,16.67,19.36,14.0,17.83
2022-10-06,19.21,19.81,13.94,18.61
2022-10-07,17.61,20.38,19.18,19.53
2022-10-08,20.75,21.04,14.91,20.43
2022-10-09,27.54,21.35,18.64,21.08
2022-10-10,25.5,21.54,23.17,21.72
2022-10-11,21.1,21.42,22.03,21.68
2022-10-12,33.0,21.46,32.2,22.03
2022-10-13,32.17,21.49,23.75,22.41
2022-10-14,17.92,21.66,29.04,22.92
2022-10-15,17.82,21.89,19.78,23.45
2022-10-16,17.57,21.81,19.43,23.47
2022-10-17,13.65,21.55,16.87,23.99
2022-10-18,12.83,21.16,17.52,23.93
2022-10-19,14.46,21.21,14.4,24.05
2022-10-20,27.54,21.31,36.45,24.37
2022-10-21,31.04,21.69,38.9,25.27
2022-10-22,36.13,21.43,41.31,25.21
2022-10-23,29.88,22.2,36.62,25.69
2022-10-24,30.43,22.32,40.34,26.29
2022-10-25,11.87,21.69,16.53,25.96
2022-10-26,14.59,21.18,25.73,25.65
2022-10-27,20.0,21.13,32.56,25.61
2022-10-28,21.46,20.83,30.59,25.62
2022-10-29,22.17,20.0,27.59,25.1
2022-10-30,25.91,19.69,21.1,24.35
2022-10-31,20.17,19.71,28.21,24.5
2022-11-01,6.19,19.49,16.24,24.18
2022-11-02,15.79,19.38,16.58,24.19
2022-11-03,18.43,19.54,23.49,24.43
2022-11-04,27.96,19.47,40.98,24.46
2022-11-05,11.46,18.73,12.06,23.64
2022-11-06,40.62,17.86,33.58,22.58
2022-11-07,24.35,16.92,32.97,22.17
2022-11-08,8.82,16.36,8.84,21.89
2022-11-09,10.22,15.93,13.73,21.91
2022-11-10,19.46,16.66,20.95,23.38
2022-11-11,24.0,16.49,32.48,22.98
2022-11-12,7.13,16.67,8.2,22.65
2022-11-13,8.71,17.75,6.55,22.8
2022-11-14,18.38,18.25,24.15,22.84
2022-11-15,10.96,18.44,9.96,23.48
2022-11-16,10.48,18.82,16.95,23.36
2022-11-17,17.5,19.41,24.83,24.25
2022-11-18,12.33,20.26,15.19,26.1
2022-11-19,5.37,20.72,11.87,27.39
2022-11-20,5.05,20.26,7.15,26.41
2022-11-21,7.95,20.71,29.03,27.2
2022-11-22,13.0,20.86,28.35,27.61
2022-11-23,17.71,21.03,40.83,27.53
2022-11-24,33.79,22.09,60.61,28.97
2022-11-25,9.36,23.38,13.84,30.46
2022-11-26,25.27,23.98,22.59,31.73
2022-11-27,54.0,24.41,35.21,31.95
2022-11-28,37.12,25.36,28.53,33.21
2022-11-29,31.62,26.76,40.6,34.46
2022-11-30,31.57,26.57,24.48,34.48
2022-12-01,23.95,26.89,42.9,35.19
2022-12-02,41.29,27.14,72.21,35.76
2022-12-03,32.25,26.87,62.15,35.35
2022-12-04,14.04,26.95,11.44,35.36
2022-12-05,25.04,27.42,35.81,36.31
2022-12-06,45.04,28.42,46.01,37.08
2022-12-07,29.54,28.63,30.41,36.98
2022-12-08,40.57,29.54,52.23,37.76
2022-12-09,49.04,29.37,58.21,37.03
2022-12-10,37.45,28.87,59.03,35.72
2022-12-11,36.7,30.07,39.24,37.05
2022-12-12,35.58,31.02,45.88,38.0
2022-12-13,50.7,29.92,44.12,37.74
2022-12-14,12.88,30.06,24.74,38.07
2022-12-15,20.54,29.92,31.29,37.48
2022-12-16,17.96,29.71,34.12,37.82
2022-12-17,9.25,30.55,12.35,37.76
2022-12-18,14.88,32.45,15.61,36.46
2022-12-19,19.38,32.4,40.27,35.23
2022-12-20,35.17,32.6,30.38,35.39
2022-12-21,14.29,32.7,26.09,35.05
2022-12-22,40.21,32.0,51.78,34.63
2022-12-23,12.54,32.0,18.74,35.13
2022-12-24,18.83,31.61,21.42,34.61
2022-12-25,45.48,30.58,53.67,33.55
2022-12-26,53.59,29.91,51.21,32.34
2022-12-27,21.13,30.07,27.43,32.4
2022-12-28,41.17,30.28,38.39,32.02
2022-12-29,27.7,29.48,22.92,31.07
2022-12-30,25.04,29.37,34.62,30.6
2022-12-31,49.36,29.45,41.14,30.6
2023-01-01,98.09,29.78,33.0,30.89
2023-01-02,30.96,30.26,25.38,31.41
2023-01-03,20.04,30.98,16.35,32.05
2023-01-04,27.79,31.34,25.54,31.89
2023-01-05,24.08,30.6,33.29,31.45
2023-01-06,29.61,30.73,45.46,31.43
2023-01-07,28.78,30.21,36.79,30.89
2023-01-08,18.25,30.23,26.21,30.79
2023-01-09,17.27,30.02,22.87,30.8
2023-01-10,41.71,29.08,41.04,30.05
2023-01-11,41.83,27.65,34.5,28.85
2023-01-12,26.59,27.37,15.52,28.36
2023-01-13,9.52,26.77,10.67,28.25
2023-01-14,22.96,28.8,31.38,30.33
2023-01-15,27.88,30.16,42.61,31.08
2023-01-16,23.61,29.18,28.17,30.54
2023-01-17,36.42,26.13,34.58,30.12
2023-01-18,30.22,25.52,35.64,30.54
2023-01-19,13.17,25.41,17.0,31.5
2023-01-20,18.17,25.08,25.54,31.52
2023-01-21,24.52,25.16,35.67,31.34
2023-01-22,13.04,25.28,15.65,31.02
2023-01-23,12.75,25.15,21.74,30.93
2023-01-24,17.0,25.27,31.27,31.33
2023-01-25,10.77,25.08,15.09,31.17
2023-01-26,12.87,24.27,12.68,30.57
2023-01-27,23.17,23.3,35.21,29.89
2023-01-28,88.57,22.8,85.36,29.95
2023-01-29,65.92,22.97,57.05,30.17
2023-01-30,19.75,22.78,24.92,30.16
2023-01-31,6.83,22.5,20.42,29.69
2023-02-01,12.41,22.75,38.06,29.73
2023-02-02,16.86,22.44,44.96,29.46
2023-02-03,17.79,21.66,26.21,28.55
2023-02-04,26.67,21.68,28.0,28.4
2023-02-05,33.04,22.18,35.91,28.75
2023-02-06,24.91,21.9,33.87,28.71
2023-02-07,21.88,22.37,38.25,29.62
2023-02-08,11.48,22.71,18.0,29.9
2023-02-09,17.58,22.9,23.04,29.44
2023-02-10,12.56,23.36,14.29,30.03
2023-02-11,11.67,23.62,17.26,30.51
2023-02-12,14.79,23.66,17.42,30.24
2023-02-13,17.05,21.5,30.96,28.33
2023-02-14,19.64,20.31,28.38,27.55
2023-02-15,31.01,20.76,29.62,27.82
2023-02-16,27.08,21.4,26.43,27.82
2023-02-17,6.8,21.84,8.17,27.49
2023-02-18,13.86,21.98,12.67,26.94
2023-02-19,32.98,21.95,35.82,26.78
2023-02-20,16.21,21.83,34.67,26.91
2023-02-21,27.23,21.77,42.75,27.02
2023-02-22,22.79,21.87,30.25,27.0
2023-02-23,22.79,22.06,17.39,26.91
2023-02-24,24.58,22.4,32.88,27.22
2023-02-25,20.73,23.01,27.21,27.79
2023-02-26,24.21,23.72,26.92,28.19
2023-02-27,23.79,23.9,28.25,28.15
2023-02-28,30.33,23.64,33.5,28.04
2023-03-01,33.13,23.42,33.0,27.44
2023-03-02,26.1,23.4,20.57,27.32
2023-03-03,25.67,22.84,28.12,27.06
2023-03-04,21.0,22.23,28.29,27.08
2023-03-05,16.83,22.4,21.67,27.23
2023-03-06,23.09,22.53,31.75,27.86
2023-03-07,31.17,22.28,39.22,28.1
2023-03-08,28.0,22.48,33.25,28.25
2023-03-09,27.58,22.33,35.43,27.9
2023-03-10,21.73,22.23,27.43,27.9
2023-03-11,35.78,22.05,40.08,27.87
2023-03-12,34.09,22.14,26.38,27.58
2023-03-13,16.86,22.3,15.96,27.65
2023-03-14,7.0,22.07,14.29,27.47
2023-03-15,10.5,21.86,12.74,27.44
2023-03-16,19.17,21.93,25.0,27.72
2023-03-17,14.14,22.21,21.58,28.24
2023-03-18,8.71,22.21,,28.5
2023-03-19,12.09,22.25,12.54,28.45
2023-03-20,17.58,22.51,30.92,28.54
2023-03-21,25.5,23.3,42.86,29.22
2023-03-22,22.18,23.62,38.92,29.36
2023-03-23,22.75,22.99,32.67,28.75
2023-03-24,19.71,22.31,30.17,28.29
2023-03-25,17.41,21.86,16.7,28.04
2023-03-26,27.46,21.44,24.46,27.56
2023-03-27,25.5,20.43,29.21,26.41
2023-03-28,17.3,19.74,21.6,26.1
2023-03-29,17.5,19.69,27.39,26.13
2023-03-30,32.38,19.92,41.68,26.31
2023-03-31,41.62,20.38,47.96,26.78
2023-04-01,25.91,20.3,28.14,26.34
2023-04-02,26.91,20.49,26.83,26.06
2023-04-03,28.88,20.76,30.86,25.85
2023-04-04,40.61,21.01,41.26,26.2
2023-04-05,32.58,21.06,35.96,25.9
2023-04-06,12.21,21.0,21.53,25.34
2023-04-07,7.61,21.08,19.82,24.82
2023-04-08,14.17,20.97,28.26,24.5
2023-04-09,9.09,20.86,13.4,24.16
2023-04-10,5.37,20.73,6.77,24.09
2023-04-11,13.65,20.4,17.28,23.92
2023-04-12,15.21,20.17,16.86,23.78
2023-04-13,13.92,20.16,19.54,24.17
2023-04-14,24.3,20.21,26.57,23.86
2023-04-15,16.87,19.47,12.21,23.24
2023-04-16,19.75,18.65,13.46,22.21
2023-04-17,16.77,18.2,19.6,21.72
2023-04-18,19.5,17.9,22.96,21.64
2023-04-19,19.04,17.51,22.07,21.31
2023-04-20,23.75,16.65,26.2,20.97
2023-04-21,24.81,16.04,23.1,20.72
2023-04-22,19.39,16.19,23.07,21.23
2023-04-23,16.27,16.55,20.13,21.89
2023-04-24,13.46,16.65,14.59,21.86
2023-04-25,17.57,17.0,19.18,22.31
2023-04-26,18.75,17.55,25.17,22.81
2023-04-27,16.83,17.74,33.15,23.23
2023-04-28,19.25,17.88,18.06,23.87
2023-04-29,10.1,18.1,,23.85
2023-04-30,17.0,17.73,18.12,23.44
2023-05-01,12.33,17.79,13.88,23.46
2023-05-02,,17.24,24.42,23.54
2023-05-03,,17.2,21.3,23.61
2023-05-04,,16.91,31.39,23.53
2023-05-05,,16.96,28.89,23.54
2023-05-06,,16.38,36.3,23.35
2023-05-07,,15.81,38.96,23.22
2023-05-08,,15.59,27.3,23.12
2023-05-09,,15.47,26.4,22.94
2023-05-10,,15.45,21.26,23.02
2023-05-11,,15.09,29.59,22.81
2023-05-12,,14.6,35.39,22.34
2023-05-13,,14.64,18.82,21.77
2023-05-14,,13.95,14.68,21.49
2023-05-15,,14.0,13.01,21.19
2023-05-16,11.08,13.76,15.71,21.17
2023-05-17,16.04,13.85,21.49,21.22
2023-05-18,14.83,13.74,20.76,20.82
2023-05-19,19.83,13.67,22.31,20.56
2023-05-20,14.58,13.59,20.84,19.91
2023-05-21,15.62,13.47,19.33,19.39
2023-05-22,15.9,13.39,19.91,18.77
2023-05-23,14.4,13.34,15.11,18.12
2023-05-24,13.04,13.39,16.93,17.77
2023-05-25,11.79,13.53,13.15,17.62
2023-05-26,10.87,13.78,11.4,17.72
2023-05-27,17.58,14.15,16.55,17.65
2023-05-28,8.25,14.56,10.09,17.42
2023-05-29,10.75,14.95,12.29,17.77
2023-05-30,13.29,15.46,17.72,18.33
2023-05-31,13.78,16.03,15.24,19.09
2023-06-01,11.95,16.9,12.49,19.88
2023-06-02,12.42,17.59,13.64,20.63
2023-06-03,12.09,18.22,11.78,21.37
2023-06-04,11.25,18.7,13.16,21.82
2023-06-05,11.79,18.97,17.85,22.55
2023-06-06,12.33,19.47,19.32,23.14
2023-06-07,14.42,19.93,16.88,24.18
2023-06-08,16.91,20.36,22.07,24.78
2023-06-09,19.61,20.7,24.22,25.31
2023-06-10,23.42,20.78,27.36,25.49
2023-06-11,25.27,20.66,28.64,25.5
2023-06-12,25.43,20.37,29.18,25.34
2023-06-13,29.79,20.54,31.49,25.57
2023-06-14,32.67,20.62,35.87,25.71
2023-06-15,37.17,20.5,39.34,25.54
2023-06-16,36.5,20.28,43.87,25.34
2023-06-17,33.77,20.57,43.11,25.4
2023-06-18,34.47,20.86,35.72,25.53
2023-06-19,22.52,21.07,42.65,25.74
2023-06-20,30.69,21.21,37.18,25.9
2023-06-21,29.75,21.14,51.06,25.76
2023-06-22,27.09,21.14,33.04,25.62
2023-06-23,23.51,21.03,33.04,25.48
2023-06-24,13.99,21.01,18.45,25.38
2023-06-25,7.3,20.88,11.7,25.24
2023-06-26,8.81,20.59,11.78,24.97
2023-06-27,13.59,20.39,16.91,24.82
2023-06-28,13.09,20.09,16.46,24.59
2023-06-29,9.74,19.61,12.73,24.26
2023-06-30,7.16,19.14,9.29,23.91
2023-07-01,,18.53,14.23,23.35
2023-07-02,,18.0,17.57,22.68
2023-07-03,17.93,17.43,18.12,22.0
2023-07-04,15.2,16.88,17.75,21.6
2023-07-05,9.91,16.78,13.64,21.01
2023-07-06,12.14,16.27,15.29,20.42
2023-07-07,11.55,15.76,12.55,19.44
2023-07-08,16.1,15.3,19.17,18.91
2023-07-09,16.13,14.88,19.96,18.22
2023-07-10,15.22,14.73,19.2,18.0
2023-07-11,19.71,14.84,24.19,18.09
2023-07-12,17.13,15.1,22.46,18.34
2023-07-13,16.26,15.47,21.52,18.71
2023-07-14,19.42,15.39,25.4,18.67
2023-07-15,20.2,15.45,22.32,18.73
2023-07-16,21.62,15.7,24.02,18.98
2023-07-17,17.95,15.44,22.47,18.92
2023-07-18,18.91,15.27,23.92,18.8
2023-07-19,19.86,14.97,24.91,18.6
2023-07-20,16.21,14.82,19.61,18.51
2023-07-21,15.5,15.01,21.54,18.68
2023-07-22,14.26,15.16,17.01,18.91
2023-07-23,11.74,15.19,12.55,19.11
2023-07-24,9.83,15.17,11.86,19.17
2023-07-25,10.41,15.11,14.17,19.12
2023-07-26,16.17,15.14,19.41,19.3
2023-07-27,23.92,14.99,28.05,19.37
2023-07-28,10.83,15.22,15.14,19.64
2023-07-29,11.22,15.43,14.51,19.87
2023-07-30,14.14,15.2,17.0,19.61
2023-07-31,8.42,14.92,12.24,19.44
2023-08-01,10.35,14.6,14.05,19.2
2023-08-02,8.9,14.57,12.07,19.28
2023-08-03,10.7,14.53,15.1,19.35
2023-08-04,15.45,14.19,18.61,18.98
2023-08-05,16.76,14.31,22.45,19.19
2023-08-06,12.46,14.64,18.32,19.59
2023-08-07,15.39,14.66,21.11,19.8
2023-08-08,14.3,14.66,18.39,19.97
2023-08-09,16.05,14.54,24.56,19.92
2023-08-10,15.48,14.61,26.29,19.97
2023-08-11,23.95,14.6,30.65,20.05
2023-08-12,22.5,14.24,28.52,19.75
2023-08-13,12.52,14.21,17.44,19.8
2023-08-14,11.9,14.23,17.31,19.96
2023-08-15,11.91,14.2,16.74,20.22
2023-08-16,16.95,14.47,24.78,20.43
2023-08-17,17.83,14.6,26.15,20.79
2023-08-18,9.54,14.83,13.9,21.29
2023-08-19,19.88,15.04,25.71,21.5
2023-08-20,25.5,15.07,33.52,21.65
2023-08-21,14.91,15.0,23.4,21.65
2023-08-22,11.57,15.1,17.75,21.75
2023-08-23,6.26,15.02,10.37,21.69
2023-08-24,12.64,14.85,15.69,21.51
2023-08-25,15.75,14.61,21.54,21.1
2023-08-26,13.04,14.48,19.18,20.75
